status_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,Column1,Column2,Column3,Column4,date,time
700,photo,2016-06-24 05:02:00.000000 UTC,0,0,1,0,0,0,0,0,0,,,,,2016-06-24,05:02:00
716,photo,2016-05-24 02:03:00.000000 UTC,0,0,1,0,0,0,0,0,0,,,,,2016-05-24,02:03:00
1322,photo,2014-10-01 23:53:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2014-10-01,23:53:00
1857,photo,2013-04-22 10:41:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2013-04-22,10:41:00
2047,photo,2012-12-23 03:11:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2012-12-23,03:11:00
2165,photo,2012-10-06 05:24:00.000000 UTC,0,0,1,0,0,0,0,0,0,,,,,2012-10-06,05:24:00
3118,photo,2018-02-15 00:40:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-02-15,00:40:00
3677,photo,2017-08-04 09:32:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-08-04,09:32:00
3683,photo,2017-08-04 08:03:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-08-04,08:03:00
3685,photo,2017-08-04 07:59:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-08-04,07:59:00
3708,photo,2017-07-27 08:19:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-07-27,08:19:00
3728,photo,2017-07-20 11:03:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-07-20,11:03:00
3730,photo,2017-07-20 03:15:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-07-20,03:15:00
3737,photo,2017-07-17 08:38:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-07-17,08:38:00
3739,photo,2017-07-17 07:11:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-07-17,07:11:00
3740,photo,2017-07-17 07:11:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-07-17,07:11:00
3752,photo,2017-07-13 09:24:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-07-13,09:24:00
3763,photo,2017-07-10 08:41:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-07-10,08:41:00
3764,photo,2017-07-10 08:41:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-07-10,08:41:00
3777,photo,2017-07-08 07:09:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-07-08,07:09:00
3783,photo,2017-07-06 08:18:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-07-06,08:18:00
3795,photo,2017-07-03 05:21:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-07-03,05:21:00
3796,photo,2017-07-03 05:20:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-07-03,05:20:00
3816,video,2017-06-26 05:22:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-06-26,05:22:00
3818,photo,2017-06-26 01:51:00.000000 UTC,1,1,0,0,0,1,0,0,0,,,,,2017-06-26,01:51:00
3824,photo,2017-06-24 03:31:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-06-24,03:31:00
3836,photo,2017-06-21 03:58:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-06-21,03:58:00
3839,photo,2017-06-18 23:23:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-06-18,23:23:00
4029,video,2018-06-12 02:38:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-06-12,02:38:00
4032,video,2018-06-08 02:32:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-06-08,02:32:00
4036,video,2018-06-02 01:14:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-06-02,01:14:00
4038,video,2018-06-01 05:15:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-06-01,05:15:00
4039,video,2018-06-01 04:19:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-06-01,04:19:00
4040,video,2018-05-31 22:47:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-05-31,22:47:00
4041,video,2018-05-31 05:29:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-05-31,05:29:00
4043,video,2018-05-29 04:02:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-05-29,04:02:00
4044,video,2018-05-29 02:33:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-05-29,02:33:00
4047,video,2018-05-28 01:04:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-05-28,01:04:00
4048,video,2018-05-27 01:16:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-05-27,01:16:00
4049,video,2018-05-27 01:16:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-05-27,01:16:00
4056,video,2018-05-20 23:19:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-05-20,23:19:00
4058,video,2018-05-20 03:56:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-05-20,03:56:00
4062,video,2018-05-17 01:41:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-05-17,01:41:00
4064,video,2018-05-16 23:18:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-05-16,23:18:00
4065,video,2018-05-16 22:39:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-05-16,22:39:00
4066,video,2018-05-16 22:38:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-05-16,22:38:00
4067,video,2018-05-15 23:37:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-05-15,23:37:00
4068,video,2018-05-15 22:55:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-05-15,22:55:00
4069,video,2018-05-15 01:41:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-05-15,01:41:00
4071,video,2018-05-14 07:07:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-05-14,07:07:00
4075,video,2018-05-11 08:21:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-05-11,08:21:00
4078,video,2018-05-08 22:44:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-05-08,22:44:00
4083,video,2018-05-04 00:45:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-05-04,00:45:00
4084,video,2018-05-04 00:30:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-05-04,00:30:00
4088,video,2018-04-25 08:03:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-04-25,08:03:00
4091,video,2018-04-23 22:51:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-04-23,22:51:00
4104,video,2018-04-01 06:13:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-04-01,06:13:00
4114,video,2018-03-25 08:29:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-03-25,08:29:00
4116,video,2018-03-23 08:34:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-03-23,08:34:00
4117,video,2018-03-23 04:13:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-03-23,04:13:00
4119,video,2018-03-22 03:16:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-03-22,03:16:00
4121,video,2018-03-21 08:26:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-03-21,08:26:00
4122,video,2018-03-20 06:30:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-03-20,06:30:00
4123,video,2018-03-20 01:56:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-03-20,01:56:00
4126,video,2018-03-17 05:27:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-03-17,05:27:00
4127,video,2018-03-14 08:05:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-03-14,08:05:00
4128,video,2018-03-13 07:43:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-03-13,07:43:00
4129,video,2018-03-13 07:36:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-03-13,07:36:00
4133,video,2018-03-09 07:03:00.000000 UTC,0,0,1,0,0,0,0,0,0,,,,,2018-03-09,07:03:00
4134,video,2018-03-08 08:41:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-03-08,08:41:00
4136,video,2018-03-08 04:57:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-03-08,04:57:00
4139,video,2018-03-06 22:12:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-03-06,22:12:00
4140,video,2018-03-06 09:42:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-03-06,09:42:00
4141,video,2018-03-05 23:11:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-03-05,23:11:00
4151,video,2018-03-01 22:28:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-03-01,22:28:00
4156,video,2018-02-28 08:26:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-02-28,08:26:00
4157,video,2018-02-28 07:40:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-02-28,07:40:00
4162,video,2018-02-22 08:33:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-02-22,08:33:00
4171,video,2018-02-06 07:36:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-02-06,07:36:00
4179,video,2018-01-25 03:59:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-01-25,03:59:00
4196,video,2018-01-12 08:21:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-01-12,08:21:00
4198,video,2018-01-10 08:10:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-01-10,08:10:00
4201,video,2018-01-08 08:24:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-01-08,08:24:00
4207,video,2018-01-06 09:06:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-01-06,09:06:00
4213,video,2018-01-03 03:54:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-01-03,03:54:00
4239,video,2017-12-19 07:22:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-12-19,07:22:00
4240,video,2017-12-18 08:05:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-12-18,08:05:00
4248,video,2017-12-16 08:28:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-12-16,08:28:00
4250,video,2017-12-15 09:14:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-12-15,09:14:00
4255,video,2017-12-14 07:16:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-12-14,07:16:00
4267,video,2017-12-10 02:53:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-12-10,02:53:00
4293,video,2017-12-03 08:26:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-12-03,08:26:00
4294,video,2017-12-03 08:07:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-12-03,08:07:00
4301,video,2017-12-03 02:46:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-12-03,02:46:00
4318,video,2017-12-01 08:12:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-12-01,08:12:00
4319,video,2017-12-01 08:11:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-12-01,08:11:00
4320,video,2017-12-01 08:10:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-12-01,08:10:00
4333,video,2017-11-30 05:17:00.000000 UTC,0,1,0,0,0,0,0,0,0,,,,,2017-11-30,05:17:00
4358,video,2017-11-24 08:32:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-11-24,08:32:00
4360,video,2017-11-24 06:33:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-11-24,06:33:00
4384,video,2017-11-19 03:32:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-11-19,03:32:00
4386,video,2017-11-19 01:51:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-11-19,01:51:00
4390,video,2017-11-18 07:57:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-11-18,07:57:00
4391,video,2017-11-18 07:43:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-11-18,07:43:00
4399,video,2017-11-16 08:24:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-11-16,08:24:00
4404,video,2017-11-15 09:55:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-11-15,09:55:00
4405,video,2017-11-15 09:27:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-11-15,09:27:00
4406,video,2017-11-15 09:04:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-11-15,09:04:00
4408,video,2017-11-15 07:56:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-11-15,07:56:00
4415,video,2017-11-14 02:52:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-11-14,02:52:00
4417,video,2017-11-14 01:56:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-11-14,01:56:00
4422,video,2017-11-12 03:18:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-11-12,03:18:00
4429,video,2017-11-10 09:00:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-11-10,09:00:00
4461,video,2017-11-06 05:21:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-11-06,05:21:00
4462,video,2017-11-06 05:00:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-11-06,05:00:00
4463,video,2017-11-06 04:32:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-11-06,04:32:00
4465,video,2017-11-06 03:40:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-11-06,03:40:00
4466,video,2017-11-06 03:09:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-11-06,03:09:00
4477,video,2017-11-05 06:15:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-11-05,06:15:00
5136,video,2018-05-18 22:54:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2018-05-18,22:54:00
6122,video,2017-11-16 07:48:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-11-16,07:48:00
6983,photo,2017-05-19 04:41:00.000000 UTC,0,0,0,0,0,0,0,0,0,,,,,2017-05-19,04:41:00
535,photo,2016-10-20 10:10:00.000000 UTC,1,0,37,1,0,0,0,0,0,,,,,2016-10-20,10:10:00
536,photo,2016-10-20 10:07:00.000000 UTC,1,0,1,1,0,0,0,0,0,,,,,2016-10-20,10:07:00
1047,photo,2015-10-28 06:29:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2015-10-28,06:29:00
1737,photo,2013-09-01 05:26:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2013-09-01,05:26:00
2017,photo,2013-01-13 09:20:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2013-01-13,09:20:00
2237,photo,2012-09-22 08:28:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2012-09-22,08:28:00
2243,photo,2012-09-22 02:22:00.000000 UTC,1,0,1,1,0,0,0,0,0,,,,,2012-09-22,02:22:00
3666,photo,2017-08-09 02:11:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-08-09,02:11:00
3679,photo,2017-08-04 08:25:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-08-04,08:25:00
3682,photo,2017-08-04 08:13:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-08-04,08:13:00
3689,photo,2017-08-03 23:53:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-08-03,23:53:00
3738,photo,2017-07-17 07:13:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-07-17,07:13:00
3742,photo,2017-07-17 06:42:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-07-17,06:42:00
